epoch,loss,nmse_db_metric,nmse_metric,val_loss,val_nmse_db_metric,val_nmse_metric
32,0.028394151479005814,-16.0638484954834,0.026837678626179695,0.026679158210754395,-16.328781127929688,0.02521795965731144
33,0.02638154849410057,-16.387130737304688,0.024936679750680923,0.025103053078055382,-16.643314361572266,0.023729825392365456
34,0.02553965151309967,-16.54707908630371,0.024141699075698853,0.025947945192456245,-16.463638305664062,0.02454126626253128
35,0.02456582710146904,-16.71797752380371,0.02322160266339779,0.02387114055454731,-16.925983428955078,0.022567491978406906
36,0.023587992414832115,-16.91640853881836,0.022298360243439674,0.02307461015880108,-17.012231826782227,0.021812420338392258
37,0.022715434432029724,-17.09603500366211,0.021473301574587822,0.021816754713654518,-17.31215476989746,0.020626647397875786
38,0.022820813581347466,-17.09659767150879,0.021573008969426155,0.02281022258102894,-17.11353874206543,0.0215651486068964
39,0.021625250577926636,-17.33673095703125,0.02044355683028698,0.02150411531329155,-17.369781494140625,0.020332712680101395
40,0.02114567719399929,-17.45027732849121,0.019990118220448494,0.021364590153098106,-17.485042572021484,0.020200330764055252
41,0.020258169621229172,-17.640535354614258,0.019152307882905006,0.023679161444306374,-16.89607810974121,0.022387037053704262
42,0.020039081573486328,-17.728912353515625,0.018943993374705315,0.020705290138721466,-17.599843978881836,0.01957966387271881
43,0.019551079720258713,-17.85590362548828,0.018483128398656845,0.018737981095910072,-18.023883819580078,0.017716126516461372
44,0.019371867179870605,-17.884801864624023,0.018313875421881676,0.01973671466112137,-17.795177459716797,0.018659736961126328
45,0.01883966661989689,-18.033855438232422,0.0178103968501091,0.01911310665309429,-18.04183006286621,0.018071286380290985
46,0.018456116318702698,-18.15099334716797,0.01744842156767845,0.018730413168668747,-18.069080352783203,0.01770896650850773
47,0.01833639107644558,-18.15497589111328,0.017334813252091408,0.018364867195487022,-18.13166046142578,0.017364177852869034
48,0.017893511801958084,-18.28383445739746,0.01691591925919056,0.01891525462269783,-18.106924057006836,0.017885392531752586
49,0.017792649567127228,-18.298418045043945,0.016820725053548813,0.019296810030937195,-17.954830169677734,0.018243812024593353
50,0.017370738089084625,-18.428390502929688,0.016421617940068245,0.01774955913424492,-18.423521041870117,0.016783682629466057
51,0.017353598028421402,-18.45830726623535,0.016405684873461723,0.017455460503697395,-18.44151496887207,0.016504762694239616
52,0.01730392314493656,-18.465089797973633,0.016358692198991776,0.01759188622236252,-18.47202491760254,0.01663343235850334
53,0.01709056831896305,-18.522554397583008,0.016157010570168495,0.017651289701461792,-18.48374366760254,0.016688864678144455
54,0.016858503222465515,-18.585887908935547,0.015937475487589836,0.016634324565529823,-18.748815536499023,0.015727587044239044
55,0.016872432082891464,-18.57021141052246,0.015950659289956093,0.018140291795134544,-18.31991958618164,0.017151908949017525
56,0.01682974211871624,-18.619712829589844,0.015910513699054718,0.01815025880932808,-18.273387908935547,0.017161203548312187
57,0.016922246664762497,-18.581193923950195,0.015997355803847313,0.0169479139149189,-18.6447811126709,0.0160235483199358
58,0.016812385991215706,-18.618223190307617,0.015893032774329185,0.017462139949202538,-18.464582443237305,0.01650841161608696
59,0.01674703136086464,-18.63351821899414,0.01583206281065941,0.01745505817234516,-18.521129608154297,0.016503823921084404
